Specimen properties : Specimen label,"orgn_80_NA_2_wblk_3ptbnd_run2"
"8.10000","0.77933","14.61964"
"8.20000","0.77946","14.60468"
"8.30000","0.77961","14.75077"
"8.40000","0.77973","14.83438"
"8.50000","0.77985","14.98135"
"8.60000","0.77999","14.87838"
"8.70000","0.78012","15.06672"
"8.80000","0.78026","15.31138"
"8.90000","0.78038","14.67068"
"9.00000","0.78050","15.24097"
"9.10000","0.78064","15.11248"
"9.20000","0.78077","15.51643"
"9.30000","0.78090","15.13800"
"9.40000","0.78103","15.41347"
"9.50000","0.78117","15.01303"
"9.60000","0.78129","15.48387"
"9.70000","0.78143","15.25417"
"9.80000","0.78156","15.18201"
"9.90000","0.78169","15.38530"
"10.00000","0.78183","15.24361"
"10.10000","0.78196","15.25241"
"10.20000","0.78209","15.78310"
"10.30000","0.78222","15.43459"
"10.40000","0.78234","14.94175"
"10.50000","0.78247","15.45747"
"10.60000","0.78261","15.20401"
"10.70000","0.78274","15.38530"
"10.80000","0.78286","15.25945"
"10.90000","0.78299","15.16265"
"11.00000","0.78313","14.94439"
"11.10000","0.78326","15.21545"
"11.20000","0.78340","15.14416"
"11.30000","0.78352","15.06496"
"11.40000","0.78366","15.20577"
"11.50000","0.78380","15.06056"
"11.60000","0.78394","15.43107"
"11.70000","0.78406","15.31666"
"11.80000","0.78419","15.32810"
"11.90000","0.78432","15.08696"
"12.00000","0.78445","15.27353"
"12.10000","0.78459","15.53052"
"12.20000","0.78471","15.64493"
"12.30000","0.78484","15.57628"
"12.40000","0.78497","15.23833"
"12.50000","0.78510","15.50852"
"12.60000","0.78523","15.58860"
"12.70000","0.78536","15.72677"
"12.80000","0.78548","15.68981"
"12.90000","0.78563","15.50852"
"13.00000","0.78576","15.37386"
"13.10000","0.78589","15.48387"
"13.20000","0.78602","15.52084"
"13.30000","0.78616","15.58508"
"13.40000","0.78629","15.40291"
"13.50000","0.78643","15.77870"
"13.60000","0.78656","15.65109"
"13.70000","0.78668","15.14416"
"13.80000","0.78682","15.42315"
"13.90000","0.78694","15.61324"
"14.00000","0.78707","15.78486"
"14.10000","0.78720","15.52964"
"14.20000","0.78732","15.66165"
"14.30000","0.78745","15.45835"
"14.40000","0.78759","15.78486"
"14.50000","0.78772","15.54900"
"14.60000","0.78785","15.86054"
"14.70000","0.78798","15.42315"
"14.80000","0.78812","15.71973"
"14.90000","0.78825","15.93623"
"15.00000","0.78839","16.02688"
"15.10000","0.78851","15.85966"
"15.20000","0.78865","15.93183"
"15.30000","0.78878","15.77518"
"15.40000","0.78890","15.98463"
"15.50000","0.78904","16.18001"
"15.60000","0.78916","15.74701"
"15.70000","0.78929","15.44075"
"15.80000","0.78942","15.78662"
"15.90000","0.78956","16.28826"
"16.00000","0.78968","15.97847"
"16.10000","0.78982","16.05064"
"16.20000","0.78996","16.18265"
"16.30000","0.79008","16.05064"
"16.40000","0.79023","16.46515"
"16.50000","0.79036","15.57188"
"16.60000","0.79049","16.11576"
"16.70000","0.79063","15.90719"
"16.80000","0.79076","15.72501"
"16.90000","0.79088","16.09376"
"17.00000","0.79101","16.34106"
"17.10000","0.79114","15.77870"
"17.20000","0.79127","16.09376"
"17.30000","0.79141","15.63348"
"17.40000","0.79153","16.28914"
"17.50000","0.79165","16.32346"
"17.60000","0.79179","15.95999"
"17.70000","0.79192","15.86934"
"17.80000","0.79206","16.30146"
"17.90000","0.79219","16.08672"
"18.00000","0.79231","16.21873"
"18.10000","0.79246","16.43611"
"18.20000","0.79259","16.32170"
"18.30000","0.79272","16.13601"
"18.40000","0.79285","16.55140"
"18.50000","0.79299","15.96087"
"18.60000","0.79311","15.82182"
"18.70000","0.79326","16.37274"
"18.80000","0.79338","16.51972"
"18.90000","0.79350","16.24865"
"19.00000","0.79364","16.23105"
"19.10000","0.79376","16.29002"
"19.20000","0.79388","16.39563"
"19.30000","0.79402","16.33930"
"19.40000","0.79415","16.15185"
"19.50000","0.79428","16.65613"
"19.60000","0.79442","16.13953"
"19.70000","0.79456","16.22049"
"19.80000","0.79468","16.46603"
"19.90000","0.79482","16.18705"
"20.00000","0.79495","16.79694"
"20.10000","0.79508","16.47132"
"20.20000","0.79522","16.36482"
"20.30000","0.79534","16.36130"
"20.40000","0.79547","16.63941"
"20.50000","0.79560","16.42643"
"20.60000","0.79574","16.60509"
"20.70000","0.79586","16.59804"
"20.80000","0.79598","16.20377"
"20.90000","0.79612","16.36394"
"21.00000","0.79625","16.41323"
"21.10000","0.79639","16.59276"
"21.20000","0.79651","16.53292"
"21.30000","0.79664","16.68517"
"21.40000","0.79678","16.70365"
"21.50000","0.79691","16.39827"
"21.60000","0.79706","16.64909"
"21.70000","0.79719","16.64380"
"21.80000","0.79732","16.48188"
"21.90000","0.79745","16.47044"
"22.00000","0.79758","16.76878"
"22.10000","0.79771","16.36482"
"22.20000","0.79784","16.61037"
"22.30000","0.79796","16.37098"
"22.40000","0.79809","17.08297"
"22.50000","0.79823","16.76086"
"22.60000","0.79835","16.66229"
"22.70000","0.79847","16.86030"
"22.80000","0.79861","16.67813"
"22.90000","0.79874","16.63413"
"23.00000","0.79888","16.63501"
"23.10000","0.79902","16.72741"
"23.20000","0.79915","17.06800"
"23.30000","0.79928","16.75998"
"23.40000","0.79941","16.60245"
"23.50000","0.79955","16.51884"
"23.60000","0.79967","16.69221"
"23.70000","0.79981","16.95799"
"23.80000","0.79993","16.87703"
"23.90000","0.80007","17.19825"
"24.00000","0.80020","16.92367"
"24.10000","0.80031","16.96855"
"24.20000","0.80045","17.05568"
"24.30000","0.80058","17.17625"
"24.40000","0.80072","16.63677"
"24.50000","0.80086","17.03016"
"24.60000","0.80098","16.74326"
"24.70000","0.80112","16.98527"
"24.80000","0.80125","17.40947"
"24.90000","0.80139","16.98967"
"25.00000","0.80151","17.24402"
"25.10000","0.80165","16.98616"
"25.20000","0.80178","16.79694"
"25.30000","0.80192","17.27834"
"25.40000","0.80205","16.84798"
"25.50000","0.80217","16.82158"
"25.60000","0.80229","16.99848"
"25.70000","0.80242","17.00904"
"25.80000","0.80256","17.06712"
"25.90000","0.80269","17.15865"
"26.00000","0.80282","17.39979"
"26.10000","0.80295","17.35931"
"26.20000","0.80308","16.75294"
"26.30000","0.80322","17.20705"
"26.40000","0.80334","17.11817"
"26.50000","0.80347","16.95095"
"26.60000","0.80362","17.12609"
"26.70000","0.80374","17.42443"
"26.80000","0.80389","17.12081"
"26.90000","0.80401","17.41299"
"27.00000","0.80414","16.80574"
"27.10000","0.80426","17.48252"
"27.20000","0.80439","17.69285"
"27.30000","0.80452","16.96328"
"27.40000","0.80465","17.48516"
"27.50000","0.80478","17.29330"
"27.60000","0.80490","17.51772"
"27.70000","0.80505","17.37163"
"27.80000","0.80518","17.53884"
"27.90000","0.80530","17.14985"
"28.00000","0.80545","17.34875"
"28.10000","0.80557","17.20881"
"28.20000","0.80571","17.68493"
"28.30000","0.80585","17.69021"
"28.40000","0.80598","17.54940"
"28.50000","0.80610","17.27482"
"28.60000","0.80623","17.42003"
"28.70000","0.80637","17.60660"
"28.80000","0.80649","17.73158"
"28.90000","0.80663","17.40507"
"29.00000","0.80675","17.65677"
"29.10000","0.80687","17.58725"
"29.20000","0.80701","17.38923"
"29.30000","0.80714","17.80638"
"29.40000","0.80727","17.58020"
"29.50000","0.80741","17.61981"
"29.60000","0.80754","17.37075"
"29.70000","0.80768","17.53972"
"29.80000","0.80780","17.51068"
"29.90000","0.80794","17.47900"
"30.00000","0.80807","17.72718"
"30.10000","0.80822","17.81694"
"30.20000","0.80834","17.81166"
"30.30000","0.80847","17.90495"
"30.40000","0.80860","18.07833"
"30.50000","0.80872","17.74126"
"30.60000","0.80886","17.94895"
"30.70000","0.80898","17.87415"
"30.80000","0.80911","17.57405"
"30.90000","0.80924","17.98592"
"31.00000","0.80937","17.81078"
"31.10000","0.80951","17.65237"
"31.20000","0.80964","17.73862"
"31.30000","0.80977","17.97976"
"31.40000","0.80989","17.78790"
"31.50000","0.81005","18.19890"
"31.60000","0.81017","18.25346"
"31.70000","0.81031","17.88295"
"31.80000","0.81044","17.76590"
"31.90000","0.81058","17.79318"
"32.00000","0.81070","18.25082"
"32.10000","0.81083","18.24730"
"32.20000","0.81096","18.11001"
"32.30000","0.81108","18.12321"
"32.40000","0.81121","18.16281"
"32.50000","0.81135","17.89791"
"32.60000","0.81147","18.44532"
"32.70000","0.81161","18.43035"
"32.80000","0.81174","18.13289"
"32.90000","0.81188","18.20681"
"33.00000","0.81201","18.11089"
"33.10000","0.81215","18.05545"
"33.20000","0.81228","18.18922"
"33.30000","0.81240","18.11793"
"33.40000","0.81254","17.94895"
"33.50000","0.81267","17.90495"
"33.60000","0.81281","18.33091"
"33.70000","0.81292","17.97184"
"33.80000","0.81305","18.52804"
"33.90000","0.81319","18.60373"
"34.00000","0.81331","18.23058"
"34.10000","0.81345","18.21474"
"34.20000","0.81357","18.24730"
"34.30000","0.81370","18.23762"
"34.40000","0.81385","18.11881"
"34.50000","0.81397","18.52364"
"34.60000","0.81411","18.22882"
"34.70000","0.81424","18.59141"
"34.80000","0.81437","18.28866"
"34.90000","0.81450","18.59317"
"35.00000","0.81464","18.24994"
"35.10000","0.81477","18.32475"
"35.20000","0.81490","18.49020"
"35.30000","0.81504","18.47172"
"35.40000","0.81516","18.10385"
"35.50000","0.81530","18.79295"
"35.60000","0.81542","18.25698"
"35.70000","0.81553","18.25258"
"35.80000","0.81568","18.32387"
"35.90000","0.81581","18.16633"
"36.00000","0.81594","18.48932"
"36.10000","0.81607","18.48316"
"36.20000","0.81621","18.35731"
"36.30000","0.81633","18.35027"
"36.40000","0.81647","18.88095"
"36.50000","0.81660","18.72870"
"36.60000","0.81673","18.41891"
"36.70000","0.81688","18.64861"
"36.80000","0.81700","18.71902"
"36.90000","0.81713","18.87655"
"37.00000","0.81726","18.57293"
"37.10000","0.81739","18.55796"
"37.20000","0.81752","18.73574"
"37.30000","0.81765","18.69877"
"37.40000","0.81778","19.12209"
"37.50000","0.81790","18.63805"
"37.60000","0.81805","19.06489"
"37.70000","0.81817","18.90207"
"37.80000","0.81830","18.81495"
"37.90000","0.81844","18.60637"
"38.00000","0.81856","19.02528"
"38.10000","0.81870","19.05432"
"38.20000","0.81884","18.65037"
"38.30000","0.81897","18.60989"
"38.40000","0.81910","18.94344"
"38.50000","0.81923","18.79911"
"38.60000","0.81937","19.06049"
"38.70000","0.81950","18.81143"
"38.80000","0.81963","18.86863"
"38.90000","0.81975","18.68030"
"39.00000","0.81988","18.76566"
"39.10000","0.82001","18.73222"
"39.20000","0.82014","18.69262"
"39.30000","0.82028","18.85191"
"39.40000","0.82040","19.22770"
"39.50000","0.82054","18.74630"
"39.60000","0.82067","18.86247"
"39.70000","0.82080","19.05697"
"39.80000","0.82094","19.02352"
"39.90000","0.82107","19.03320"
"40.00000","0.82120","18.82111"
"40.10000","0.82133","19.11329"
"40.20000","0.82147","18.97424"
"40.30000","0.82159","19.55333"
"40.40000","0.82171","18.85807"
"40.50000","0.82186","19.06665"
"40.60000","0.82198","18.75510"
"40.70000","0.82211","18.94784"
"40.80000","0.82223","19.21098"
"40.90000","0.82235","19.35619"
"41.00000","0.82250","19.35971"
"41.10000","0.82263","18.97336"
"41.20000","0.82276","19.34739"
"41.30000","0.82289","19.40459"
"41.40000","0.82303","19.26378"
"41.50000","0.82316","19.27963"
"41.60000","0.82331","19.41868"
"41.70000","0.82343","19.42220"
"41.80000","0.82356","18.74102"
"41.90000","0.82370","19.13441"
"42.00000","0.82382","19.31747"
"42.10000","0.82396","19.36851"
"42.20000","0.82409","19.20834"
"42.30000","0.82420","19.39403"
"42.40000","0.82434","19.26026"
"42.50000","0.82447","19.47852"
"42.60000","0.82460","19.38523"
"42.70000","0.82472","19.60877"
"42.80000","0.82486","19.43540"
"42.90000","0.82499","19.20042"
"43.00000","0.82512","19.45036"
"43.10000","0.82527","19.33507"
"43.20000","0.82539","19.50580"
"43.30000","0.82553","19.57797"
"43.40000","0.82565","19.53308"
"43.50000","0.82578","19.78126"
"43.60000","0.82591","19.43804"
"43.70000","0.82604","19.84375"
"43.80000","0.82618","19.40548"
"43.90000","0.82631","19.84287"
"44.00000","0.82644","19.88599"
"44.10000","0.82656","20.11833"
"44.20000","0.82669","19.89480"
"44.30000","0.82683","20.10601"
"44.40000","0.82695","19.35971"
"44.50000","0.82710","19.30427"
"44.60000","0.82722","19.85343"
"44.70000","0.82735","19.56829"
"44.80000","0.82749","19.75134"
"44.90000","0.82762","19.63693"
"45.00000","0.82776","19.44156"
"45.10000","0.82789","19.74694"
"45.20000","0.82803","19.68622"
"45.30000","0.82816","19.44596"
"45.40000","0.82829","19.72494"
"45.50000","0.82841","20.17554"
"45.60000","0.82853","19.96168"
"45.70000","0.82867","19.68182"
"45.80000","0.82880","19.50580"
"45.90000","0.82894","20.10249"
"46.00000","0.82907","19.75310"
"46.10000","0.82919","19.84023"
"46.20000","0.82933","19.88599"
"46.30000","0.82946","19.77159"
"46.40000","0.82960","19.96256"
"46.50000","0.82973","19.83407"
"46.60000","0.82987","19.94056"
"46.70000","0.82999","20.47124"
"46.80000","0.83014","19.99072"
"46.90000","0.83026","20.01272"
"47.00000","0.83038","20.32251"
"47.10000","0.83052","20.13153"
"47.20000","0.83064","20.07081"
"47.30000","0.83076","20.29259"
"47.40000","0.83090","20.01977"
"47.50000","0.83102","19.85519"
"47.60000","0.83116","19.99512"
"47.70000","0.83129","20.06465"
"47.80000","0.83143","20.29523"
"47.90000","0.83155","20.25562"
"48.00000","0.83168","19.92912"
"48.10000","0.83182","20.05057"
"48.20000","0.83196","20.36123"
"48.30000","0.83209","20.13593"
"48.40000","0.83222","20.38852"
"48.50000","0.83235","20.41492"
"48.60000","0.83249","20.17378"
"48.70000","0.83262","20.01096"
"48.80000","0.83275","20.26266"
"48.90000","0.83287","20.46156"
"49.00000","0.83300","20.49148"
"49.10000","0.83313","20.52933"
"49.20000","0.83327","20.27499"
"49.30000","0.83339","20.58301"
"49.40000","0.83352","20.40788"
"49.50000","0.83366","20.46772"
"49.60000","0.83379","20.39556"
"49.70000","0.83393","20.51965"
"49.80000","0.83406","20.41140"
"49.90000","0.83419","20.39028"
"50.00000","0.83433","20.59973"
"50.10000","0.83446","20.57245"
"50.20000","0.83459","20.80743"
"50.30000","0.83472","20.73790"
"50.40000","0.83485","20.41932"
"50.50000","0.83497","20.46420"
"50.60000","0.83511","20.63141"
"50.70000","0.83523","20.67806"
"50.80000","0.83535","20.73086"
"50.90000","0.83549","20.52581"
"51.00000","0.83562","20.56013"
"51.10000","0.83576","20.44924"
"51.20000","0.83589","20.79423"
"51.30000","0.83601","20.66926"
"51.40000","0.83615","20.35155"
"51.50000","0.83629","20.29523"
"51.60000","0.83642","20.60677"
"51.70000","0.83655","20.46068"
"51.80000","0.83669","20.75374"
"51.90000","0.83681","20.92624"
"52.00000","0.83695","20.55485"
"52.10000","0.83708","20.62173"
"52.20000","0.83720","21.16562"
"52.30000","0.83734","20.86288"
"52.40000","0.83746","20.81975"
"52.50000","0.83760","21.03009"
"52.60000","0.83772","21.03185"
"52.70000","0.83785","20.76254"
"52.80000","0.83798","20.84527"
"52.90000","0.83811","20.84703"
"53.00000","0.83825","20.78807"
"53.10000","0.83838","20.67894"
"53.20000","0.83852","20.79511"
"53.30000","0.83865","20.67454"
"53.40000","0.83878","20.84087"
"53.50000","0.83892","20.92888"
"53.60000","0.83905","20.99137"
"53.70000","0.83917","21.02833"
"53.80000","0.83931","20.81183"
"53.90000","0.83945","21.04681"
"54.00000","0.83957","20.55661"
"54.10000","0.83969","20.74671"
"54.20000","0.83982","20.88928"
"54.30000","0.83995","20.85584"
"54.40000","0.84010","20.55837"
"54.50000","0.84022","21.09081"
"54.60000","0.84035","20.60941"
"54.70000","0.84049","20.75990"
"54.80000","0.84061","20.52757"
"54.90000","0.84075","21.14098"
"55.00000","0.84088","21.07321"
"55.10000","0.84102","20.88840"
"55.20000","0.84115","21.13306"
"55.30000","0.84129","21.04153"
"55.40000","0.84141","21.05297"
"55.50000","0.84153","20.79687"
"55.60000","0.84166","21.08993"
"55.70000","0.84178","21.45956"
"55.80000","0.84191","21.08729"
"55.90000","0.84205","21.05121"
"56.00000","0.84218","20.96936"
"56.10000","0.84232","20.92536"
"56.20000","0.84244","21.41116"
"56.30000","0.84258","21.26683"
"56.40000","0.84271","21.22722"
"56.50000","0.84285","21.07321"
"56.60000","0.84297","21.07673"
"56.70000","0.84311","20.96320"
"56.80000","0.84325","21.11634"
"56.90000","0.84337","21.77199"
"57.00000","0.84351","21.24306"
"57.10000","0.84363","21.23074"
"57.20000","0.84375","21.13922"
"57.30000","0.84390","21.17090"
"57.40000","0.84402","21.30643"
"57.50000","0.84413","21.06617"
"57.60000","0.84428","21.44284"
"57.70000","0.84442","21.28443"
"57.80000","0.84455","21.31083"
"57.90000","0.84468","21.81511"
"58.00000","0.84481","21.79311"
"58.10000","0.84495","21.15946"
"58.20000","0.84509","21.59333"
"58.30000","0.84521","21.30027"
"58.40000","0.84535","21.29587"
"58.50000","0.84548","21.97353"
"58.60000","0.84560","21.52997"
"58.70000","0.84574","21.42084"
"58.80000","0.84587","21.30291"
"58.90000","0.84600","21.56693"
"59.00000","0.84612","21.52821"
"59.10000","0.84625","21.55813"
"59.20000","0.84638","21.64086"
"59.30000","0.84651","21.61622"
"59.40000","0.84665","21.66726"
"59.50000","0.84677","21.39180"
"59.60000","0.84692","21.58893"
"59.70000","0.84704","21.84591"
"59.80000","0.84717","21.54669"
"59.90000","0.84731","21.67518"
"60.00000","0.84744","21.81687"
"60.10000","0.84758","21.76671"
"60.20000","0.84771","21.69894"
"60.30000","0.84784","21.78255"
"60.40000","0.84796","21.47101"
"60.50000","0.84809","21.82656"
"60.60000","0.84823","22.05185"
"60.70000","0.84835","21.72006"
"60.80000","0.84849","21.76319"
"60.90000","0.84861","21.68662"
"61.00000","0.84874","21.55109"
"61.10000","0.84888","21.75351"
"61.20000","0.84901","21.95945"
"61.30000","0.84914","21.33460"
"61.40000","0.84928","22.04745"
"61.50000","0.84941","21.64086"
"61.60000","0.84955","21.96825"
"61.70000","0.84968","21.73503"
"61.80000","0.84980","22.04833"
"61.90000","0.84993","21.88024"
"62.00000","0.85007","21.72710"
"62.10000","0.85020","21.77903"
"62.20000","0.85033","21.96648"
"62.30000","0.85046","22.00257"
"62.40000","0.85058","22.15482"
"62.50000","0.85072","21.95769"
"62.60000","0.85084","22.27891"
"62.70000","0.85097","22.38452"
"62.80000","0.85110","21.96913"
"62.90000","0.85123","22.01841"
"63.00000","0.85137","22.02193"
"63.10000","0.85152","22.00433"
"63.20000","0.85164","22.03865"
"63.30000","0.85177","22.27363"
"63.40000","0.85191","21.87936"
"63.50000","0.85204","22.17418"
"63.60000","0.85218","21.94977"
"63.70000","0.85230","22.16802"
"63.80000","0.85242","22.16274"
"63.90000","0.85256","22.09322"
"64.00000","0.85269","21.88552"
"64.10000","0.85281","22.42236"
"64.20000","0.85294","22.21555"
"64.30000","0.85307","22.42588"
"64.40000","0.85321","22.25955"
"64.50000","0.85335","22.15306"
"64.60000","0.85348","21.96648"
"64.70000","0.85360","22.08794"
"64.80000","0.85375","22.67494"
"64.90000","0.85387","22.70927"
"65.00000","0.85399","22.80871"
"65.10000","0.85414","22.27451"
"65.20000","0.85426","22.10378"
"65.30000","0.85440","21.96737"
"65.40000","0.85453","22.86416"
"65.50000","0.85466","21.87320"
"65.60000","0.85478","22.42412"
"65.70000","0.85491","22.47253"
"65.80000","0.85504","21.93744"
"65.90000","0.85517","22.42148"
"66.00000","0.85531","22.74975"
"66.10000","0.85544","22.04745"
"66.20000","0.85558","22.64854"
"66.30000","0.85571","22.42324"
"66.40000","0.85583","22.79551"
"66.50000","0.85597","22.54557"
"66.60000","0.85611","22.69431"
"66.70000","0.85624","22.46197"
"66.80000","0.85638","22.45053"
"66.90000","0.85652","22.73391"
"67.00000","0.85663","22.71191"
"67.10000","0.85676","22.66702"
"67.20000","0.85689","22.73655"
"67.30000","0.85701","22.66350"
"67.40000","0.85715","22.62038"
"67.50000","0.85727","23.05074"
"67.60000","0.85740","22.97417"
"67.70000","0.85754","22.89144"
"67.80000","0.85767","22.34932"
"67.90000","0.85781","23.02521"
"68.00000","0.85794","22.68462"
"68.10000","0.85808","22.49189"
"68.20000","0.85821","22.39860"
"68.30000","0.85835","22.72775"
"68.40000","0.85847","22.72423"
"68.50000","0.85859","22.90376"
"68.60000","0.85873","22.83776"
"68.70000","0.85886","23.24787"
"68.80000","0.85900","22.97241"
"68.90000","0.85913","22.87824"
"69.00000","0.85924","22.83336"
"69.10000","0.85939","22.71719"
"69.20000","0.85951","23.12378"
"69.30000","0.85965","22.96977"
"69.40000","0.85977","23.10002"
"69.50000","0.85991","23.08946"
"69.60000","0.86004","22.94864"
"69.70000","0.86017","23.13082"
"69.80000","0.86031","22.70927"
"69.90000","0.86043","22.95216"
"70.00000","0.86057","23.10618"
"70.10000","0.86070","22.91080"
"70.20000","0.86083","23.11850"
"70.30000","0.86096","23.28835"
"70.40000","0.86109","23.21091"
"70.50000","0.86122","22.91608"
"70.60000","0.86135","22.87912"
"70.70000","0.86148","23.15546"
"70.80000","0.86160","23.32268"
"70.90000","0.86173","23.01553"
"71.00000","0.86187","22.94513"
"71.10000","0.86199","23.07098"
"71.20000","0.86213","23.16602"
"71.30000","0.86225","23.06658"
"71.40000","0.86238","23.16690"
"71.50000","0.86253","22.83336"
"71.60000","0.86266","23.39044"
"71.70000","0.86280","23.50397"
"71.80000","0.86293","23.30772"
"71.90000","0.86306","23.61046"
"72.00000","0.86319","23.36052"
"72.10000","0.86333","23.29803"
"72.20000","0.86345","23.59990"
"72.30000","0.86357","23.47933"
"72.40000","0.86371","23.53126"
"72.50000","0.86384","23.69495"
"72.60000","0.86398","23.24435"
"72.70000","0.86410","23.41157"
"72.80000","0.86422","23.34292"
"72.90000","0.86437","23.27955"
"73.00000","0.86450","23.47493"
"73.10000","0.86464","23.48021"
"73.20000","0.86477","23.83136"
"73.30000","0.86491","23.26019"
"73.40000","0.86503","23.50397"
"73.50000","0.86517","23.47229"
"73.60000","0.86529","23.54094"
"73.70000","0.86541","23.16074"
"73.80000","0.86556","23.38076"
"73.90000","0.86568","23.62806"
"74.00000","0.86581","23.44677"
"74.10000","0.86594","23.64566"
"74.20000","0.86606","23.74159"
"74.30000","0.86620","23.47757"
"74.40000","0.86633","23.50309"
"74.50000","0.86647","23.57262"
"74.60000","0.86660","23.38164"
"74.70000","0.86674","23.76975"
"74.80000","0.86687","23.61662"
"74.90000","0.86701","23.88064"
"75.00000","0.86714","23.73807"
"75.10000","0.86726","23.71519"
"75.20000","0.86740","23.92553"
"75.30000","0.86753","23.79792"
"75.40000","0.86766","23.86392"
"75.50000","0.86779","23.69495"
"75.60000","0.86791","23.79616"
"75.70000","0.86804","23.87976"
"75.80000","0.86817","24.14291"
"75.90000","0.86831","23.86304"
"76.00000","0.86843","24.03730"
"76.10000","0.86856","24.13146"
"76.20000","0.86869","24.16579"
"76.30000","0.86882","24.18779"
"76.40000","0.86896","24.02674"
"76.50000","0.86909","23.69407"
"76.60000","0.86922","24.09626"
"76.70000","0.86936","24.28548"
"76.80000","0.86950","24.28548"
"76.90000","0.86962","24.24499"
"77.00000","0.86975","23.86480"
"77.10000","0.86988","24.26875"
"77.20000","0.87001","23.85864"
"77.30000","0.87015","24.21947"
"77.40000","0.87027","24.24147"
"77.50000","0.87039","24.19747"
"77.60000","0.87053","24.19483"
"77.70000","0.87066","23.78119"
"77.80000","0.87080","24.42981"
"77.90000","0.87093","24.29076"
"78.00000","0.87105","24.80208"
"78.10000","0.87120","24.43157"
"78.20000","0.87133","24.32684"
"78.30000","0.87146","24.10594"
"78.40000","0.87158","24.38932"
"78.50000","0.87172","24.16491"
"78.60000","0.87185","24.08306"
"78.70000","0.87200","24.34004"
"78.80000","0.87212","23.97481"
"78.90000","0.87224","24.25379"
"79.00000","0.87238","24.69647"
"79.10000","0.87250","24.34180"
"79.20000","0.87262","24.68591"
"79.30000","0.87276","24.51077"
"79.40000","0.87289","24.66039"
"79.50000","0.87303","24.66919"
"79.60000","0.87316","24.49757"
"79.70000","0.87329","24.42717"
"79.80000","0.87342","24.49845"
"79.90000","0.87357","24.19835"
"80.00000","0.87370","24.59614"
"80.10000","0.87384","24.48437"
"80.20000","0.87396","25.08634"
"80.30000","0.87408","24.82848"
"80.40000","0.87422","24.27580"
"80.50000","0.87435","24.66743"
"80.60000","0.87448","24.60142"
"80.70000","0.87460","24.52485"
"80.80000","0.87472","24.56094"
"80.90000","0.87486","24.57502"
"81.00000","0.87498","24.43421"
"81.10000","0.87513","24.37612"
"81.20000","0.87525","24.56006"
"81.30000","0.87538","24.83992"
